RPT_TREATMENT_ID,ORGAN_ID,CLASS1,CLASS2,CLASS3,DISP_NAME,LOCAL_DISP_NAME,SINGULAR,LOCAL_SINGULAR
8038,15,205,4,0,failure,Thất bại,failure,Thất bại
8039,16,206,0,0,Result,Kết quả,Result,Kết quả
8040,16,206,1,0,En bloc resection,Cắt bỏ en bloc,En bloc resection,Cắt bỏ en bloc
8041,16,206,2,0,complete piece-meal resection,Hoàn thành cắt bỏ mảnh vụn,complete piece-meal resection,Hoàn thành cắt bỏ mảnh vụn
8042,16,206,3,0,partial resection,Cắt bỏ một phần,partial resection,Cắt bỏ một phần
8043,16,206,4,0,failure,Thất bại,failure,Thất bại
8044,17,207,0,0,Result,Kết quả,Result,Kết quả
8045,17,207,1,0,En bloc resection,Cắt bỏ en bloc,En bloc resection,Cắt bỏ en bloc
8046,17,207,2,0,complete piece-meal resection,Hoàn thành cắt bỏ mảnh vụn,complete piece-meal resection,Hoàn thành cắt bỏ mảnh vụn
8047,15,205,0,0,Result,Kết quả,Result,Kết quả
8048,16,202,0,0,Result,Kết quả,Result,Kết quả
8049,15,201,4,0,failure,Thất bại,failure,Thất bại
8050,15,201,3,0,partial resection,Cắt bỏ một phần,partial resection,Cắt bỏ một phần
8051,14,106,1,0,En bloc resection,Cắt bỏ en bloc,En bloc resection,Cắt bỏ en bloc
8052,14,106,2,0,complete piece-meal resection,Hoàn thành cắt bỏ mảnh vụn,complete piece-meal resection,Hoàn thành cắt bỏ mảnh vụn
8053,14,106,3,0,partial resection,Cắt bỏ một phần,partial resection,Cắt bỏ một phần
8054,14,106,4,0,failure,Thất bại,failure,Thất bại
8055,15,107,0,0,Result,Kết quả,Result,Kết quả
8056,15,107,1,0,En bloc resection,Cắt bỏ en bloc,En bloc resection,Cắt bỏ en bloc
8057,15,107,2,0,complete piece-meal resection,Hoàn thành cắt bỏ mảnh vụn,complete piece-meal resection,Hoàn thành cắt bỏ mảnh vụn
8058,15,107,3,0,partial resection,Cắt bỏ một phần,partial resection,Cắt bỏ một phần
8059,15,107,4,0,failure,Thất bại,failure,Thất bại
8060,16,108,0,0,Result,Kết quả,Result,Kết quả
8061,16,108,1,0,En bloc resection,Cắt bỏ en bloc,En bloc resection,Cắt bỏ en bloc
8062,16,108,2,0,complete piece-meal resection,Hoàn thành cắt bỏ mảnh vụn,complete piece-meal resection,Hoàn thành cắt bỏ mảnh vụn
8063,16,108,3,0,partial resection,Cắt bỏ một phần,partial resection,Cắt bỏ một phần
8064,16,108,4,0,failure,Thất bại,failure,Thất bại
8065,17,109,0,0,Result,Kết quả,Result,Kết quả
8066,17,109,1,0,En bloc resection,Cắt bỏ en bloc,En bloc resection,Cắt bỏ en bloc
8067,17,109,2,0,complete piece-meal resection,Hoàn thành cắt bỏ mảnh vụn,complete piece-meal resection,Hoàn thành cắt bỏ mảnh vụn
8068,17,109,3,0,partial resection,Cắt bỏ một phần,partial resection,Cắt bỏ một phần
8069,17,109,4,0,failure,Thất bại,failure,Thất bại
8070,14,200,0,0,Result,Kết quả,Result,Kết quả
8071,14,200,1,0,En bloc resection,Cắt bỏ en bloc,En bloc resection,Cắt bỏ en bloc
8072,14,200,2,0,complete piece-meal resection,Hoàn thành cắt bỏ mảnh vụn,complete piece-meal resection,Hoàn thành cắt bỏ mảnh vụn
8073,14,200,3,0,partial resection,Cắt bỏ một phần,partial resection,Cắt bỏ một phần
8074,14,200,4,0,failure,Thất bại,failure,Thất bại
8075,15,201,0,0,Result,Kết quả,Result,Kết quả
8076,15,201,1,0,En bloc resection,Cắt bỏ en bloc,En bloc resection,Cắt bỏ en bloc
8077,15,201,2,0,complete piece-meal resection,Hoàn thành cắt bỏ mảnh vụn,complete piece-meal resection,Hoàn thành cắt bỏ mảnh vụn
8078,17,207,3,0,partial resection,Cắt bỏ một phần,partial resection,Cắt bỏ một phần
8079,17,207,4,0,failure,Thất bại,failure,Thất bại
8080,14,208,0,0,Defect closure,Đóng kín khuyết tật,Defect closure,Đóng kín khuyết tật
8081,16,214,2,0,Yes,Có,Yes,Có
8082,17,215,0,0,Defect closure,Đóng kín khuyết tật,Defect closure,Đóng kín khuyết tật
8083,17,215,1,0,No,Không ,No,Không 
8084,17,215,2,0,Yes,Có,Yes,Có
8085,14,216,0,0,Defect closure,Đóng kín khuyết tật,Defect closure,Đóng kín khuyết tật
8086,14,216,1,0,No,Không ,No,Không 
8087,16,214,1,0,No,Không ,No,Không 
8088,14,216,2,0,Yes,Có,Yes,Có
8089,15,217,1,0,No,Không ,No,Không 
8090,15,217,2,0,Yes,Có,Yes,Có
8091,16,218,0,0,Defect closure,Đóng kín khuyết tật,Defect closure,Đóng kín khuyết tật
8092,16,218,1,0,No,Không ,No,Không 
8093,16,218,2,0,Yes,Có,Yes,Có
8094,17,219,0,0,Defect closure,Đóng kín khuyết tật,Defect closure,Đóng kín khuyết tật
8095,15,217,0,0,Defect closure,Đóng kín khuyết tật,Defect closure,Đóng kín khuyết tật
8096,16,214,0,0,Defect closure,Đóng kín khuyết tật,Defect closure,Đóng kín khuyết tật
8097,15,213,2,0,Yes,Có,Yes,Có
8098,15,213,1,0,No,Không ,No,Không 
8099,14,208,1,0,No,Không ,No,Không 
8100,14,208,2,0,Yes,Có,Yes,Có
8101,15,209,0,0,Defect closure,Đóng kín khuyết tật,Defect closure,Đóng kín khuyết tật
8102,15,209,1,0,No,Không ,No,Không 
8103,15,209,2,0,Yes,Có,Yes,Có
8104,16,210,0,0,Defect closure,Đóng kín khuyết tật,Defect closure,Đóng kín khuyết tật
8105,16,210,1,0,No,Không ,No,Không 
8106,16,210,2,0,Yes,Có,Yes,Có
8107,17,211,0,0,Defect closure,Đóng kín khuyết tật,Defect closure,Đóng kín khuyết tật
8108,17,211,1,0,No,Không ,No,Không 
8109,17,211,2,0,Yes,Có,Yes,Có
8110,14,212,0,0,Defect closure,Đóng kín khuyết tật,Defect closure,Đóng kín khuyết tật
8111,14,212,1,0,No,Không ,No,Không 
8112,14,212,2,0,Yes,Có,Yes,Có
8113,15,213,0,0,Defect closure,Đóng kín khuyết tật,Defect closure,Đóng kín khuyết tật
8114,17,219,1,0,No,Không ,No,Không 
8115,17,219,2,0,Yes,Có,Yes,Có
8116,14,220,0,0,Closure device,Thiết bị kín,Closure device,Thiết bị kín
8117,16,226,2,0,OTSC,OTSC,OTSC,OTSC
8118,17,227,0,0,Closure device,Thiết bị kín,Closure device,Thiết bị kín
8119,17,227,1,0,TTS,TTS,TTS,TTS
8120,17,227,2,0,OTSC,OTSC,OTSC,OTSC
8121,14,228,0,0,Closure device,Thiết bị kín,Closure device,Thiết bị kín
8122,14,228,1,0,TTS,TTS,TTS,TTS
8123,16,226,1,0,TTS,TTS,TTS,TTS
8124,14,228,2,0,OTSC,OTSC,OTSC,OTSC
8125,15,229,1,0,TTS,TTS,TTS,TTS
8126,15,229,2,0,OTSC,OTSC,OTSC,OTSC
8127,16,230,0,0,Closure device,Thiết bị kín,Closure device,Thiết bị kín
8128,16,230,1,0,TTS,TTS,TTS,TTS
8129,16,230,2,0,OTSC,OTSC,OTSC,OTSC
8130,17,231,0,0,Closure device,Thiết bị kín,Closure device,Thiết bị kín
8131,15,229,0,0,Closure device,Thiết bị kín,Closure device,Thiết bị kín
8132,16,226,0,0,Closure device,Thiết bị kín,Closure device,Thiết bị kín
8133,15,225,2,0,OTSC,OTSC,OTSC,OTSC
8134,15,225,1,0,TTS,TTS,TTS,TTS
8135,14,220,1,0,TTS,TTS,TTS,TTS
8136,14,220,2,0,OTSC,OTSC,OTSC,OTSC
8137,15,221,0,0,Closure device,Thiết bị kín,Closure device,Thiết bị kín
8138,15,221,1,0,TTS,TTS,TTS,TTS
8139,15,221,2,0,OTSC,OTSC,OTSC,OTSC
8140,16,222,0,0,Closure device,Thiết bị kín,Closure device,Thiết bị kín
8141,16,222,1,0,TTS,TTS,TTS,TTS
8142,16,222,2,0,OTSC,OTSC,OTSC,OTSC
8143,17,223,0,0,Closure device,Thiết bị kín,Closure device,Thiết bị kín
8144,17,223,1,0,TTS,TTS,TTS,TTS
8145,17,223,2,0,OTSC,OTSC,OTSC,OTSC
8146,14,224,0,0,Closure device,Thiết bị kín,Closure device,Thiết bị kín
8147,14,224,1,0,TTS,TTS,TTS,TTS
8148,14,224,2,0,OTSC,OTSC,OTSC,OTSC
8149,15,225,0,0,Closure device,Thiết bị kín,Closure device,Thiết bị kín
8150,17,231,1,0,TTS,TTS,TTS,TTS
8151,17,231,2,0,OTSC,OTSC,OTSC,OTSC
8152,14,232,0,0,number of closure device,Số lượng thiết bị kín,number of closure device,Số lượng thiết bị kín
8153,16,242,1,0,[Free_Text],[Free_Text], $ , $ 
8154,16,242,0,0,number of closure device,Số lượng thiết bị kín,number of closure device,Số lượng thiết bị kín
8155,15,241,1,0,[Free_Text],[Free_Text], $ , $ 
8156,15,241,0,0,number of closure device,Số lượng thiết bị kín,number of closure device,Số lượng thiết bị kín
8157,14,240,1,0,[Free_Text],[Free_Text], $ , $ 
8158,14,240,0,0,number of closure device,Số lượng thiết bị kín,number of closure device,Số lượng thiết bị kín
8159,17,239,1,0,[Free_Text],[Free_Text], $ , $ 
8160,17,239,0,0,number of closure device,Số lượng thiết bị kín,number of closure device,Số lượng thiết bị kín
8161,16,238,1,0,[Free_Text],[Free_Text], $ , $ 
8162,16,238,0,0,number of closure device,Số lượng thiết bị kín,number of closure device,Số lượng thiết bị kín
8163,15,237,1,0,[Free_Text],[Free_Text], $ , $ 
8164,15,237,0,0,number of closure device,Số lượng thiết bị kín,number of closure device,Số lượng thiết bị kín
8165,14,236,1,0,[Free_Text],[Free_Text], $ , $ 
8166,14,236,0,0,number of closure device,Số lượng thiết bị kín,number of closure device,Số lượng thiết bị kín
8167,17,235,1,0,[Free_Text],[Free_Text], $ , $ 
8168,17,235,0,0,number of closure device,Số lượng thiết bị kín,number of closure device,Số lượng thiết bị kín
8169,16,234,1,0,[Free_Text],[Free_Text], $ , $ 
8170,16,234,0,0,number of closure device,Số lượng thiết bị kín,number of closure device,Số lượng thiết bị kín
8171,15,233,1,0,[Free_Text],[Free_Text], $ , $ 
8172,15,233,0,0,number of closure device,Số lượng thiết bị kín,number of closure device,Số lượng thiết bị kín
8173,14,232,1,0,[Free_Text],[Free_Text], $ , $ 
8174,17,243,0,0,number of closure device,Số lượng thiết bị kín,number of closure device,Số lượng thiết bị kín
8175,17,243,1,0,[Free_Text],[Free_Text], $ , $ 
8176,14,244,0,0,Specimen size,Kích thước Lấy mẫu,Specimen size,Kích thước Lấy mẫu
8177,16,254,1,0, [Free_Text]  mm, [Free_Text]  mm,$ mm,$ mm
8178,16,254,0,0,Specimen size,Kích thước Lấy mẫu,Specimen size,Kích thước Lấy mẫu
8179,15,253,1,0, [Free_Text]  mm, [Free_Text]  mm,$ mm,$ mm
8180,15,253,0,0,Specimen size,Kích thước Lấy mẫu,Specimen size,Kích thước Lấy mẫu
8181,14,252,1,0, [Free_Text]  mm, [Free_Text]  mm,$ mm,$ mm
8182,14,252,0,0,Specimen size,Kích thước Lấy mẫu,Specimen size,Kích thước Lấy mẫu
8183,17,251,1,0, [Free_Text]  mm, [Free_Text]  mm,$ mm,$ mm
8184,17,251,0,0,Specimen size,Kích thước Lấy mẫu,Specimen size,Kích thước Lấy mẫu
8185,16,250,1,0, [Free_Text]  mm, [Free_Text]  mm,$ mm,$ mm
8186,16,250,0,0,Specimen size,Kích thước Lấy mẫu,Specimen size,Kích thước Lấy mẫu
8187,15,249,1,0, [Free_Text]  mm, [Free_Text]  mm,$ mm,$ mm
8188,15,249,0,0,Specimen size,Kích thước Lấy mẫu,Specimen size,Kích thước Lấy mẫu
8189,14,248,1,0, [Free_Text]  mm, [Free_Text]  mm,$ mm,$ mm
8190,14,248,0,0,Specimen size,Kích thước Lấy mẫu,Specimen size,Kích thước Lấy mẫu
8191,17,247,1,0, [Free_Text]  mm, [Free_Text]  mm,$ mm,$ mm
8192,17,247,0,0,Specimen size,Kích thước Lấy mẫu,Specimen size,Kích thước Lấy mẫu
8193,16,246,1,0, [Free_Text]  mm, [Free_Text]  mm,$ mm,$ mm
8194,16,246,0,0,Specimen size,Kích thước Lấy mẫu,Specimen size,Kích thước Lấy mẫu
8195,15,245,1,0, [Free_Text]  mm, [Free_Text]  mm,$ mm,$ mm
8196,15,245,0,0,Specimen size,Kích thước Lấy mẫu,Specimen size,Kích thước Lấy mẫu
8197,14,244,1,0, [Free_Text]  mm, [Free_Text]  mm,$ mm,$ mm
8198,17,255,0,0,Specimen size,Kích thước Lấy mẫu,Specimen size,Kích thước Lấy mẫu
8199,17,255,1,0, [Free_Text]  mm, [Free_Text]  mm,$ mm,$ mm
8200,14,256,0,0,Tool,Dụng cụ,Tool,Dụng cụ
8201,14,256,1,0,[Free_Text],[Free_Text], $ , $ 
8202,15,257,0,0,Tool,Dụng cụ,Tool,Dụng cụ
8203,15,257,1,0,[Free_Text],[Free_Text], $ , $ 
8204,16,258,0,0,Tool,Dụng cụ,Tool,Dụng cụ
8205,16,258,1,0,[Free_Text],[Free_Text], $ , $ 
8206,17,259,0,0,Tool,Dụng cụ,Tool,Dụng cụ
8207,17,259,1,0,[Free_Text],[Free_Text], $ , $ 
8208,14,260,0,0,Tool,Dụng cụ,Tool,Dụng cụ
8209,14,260,1,0,[Free_Text],[Free_Text], $ , $ 
8210,15,261,0,0,Tool,Dụng cụ,Tool,Dụng cụ
8211,15,261,1,0,[Free_Text],[Free_Text], $ , $ 
8212,16,262,0,0,Tool,Dụng cụ,Tool,Dụng cụ
8213,16,262,1,0,[Free_Text],[Free_Text], $ , $ 
8214,17,263,0,0,Tool,Dụng cụ,Tool,Dụng cụ
8215,17,263,1,0,[Free_Text],[Free_Text], $ , $ 
8216,14,264,0,0,Pre-injection fluid,Chất lỏng trước khi tiêm,Pre-injection fluid,Chất lỏng trước khi tiêm
8217,14,264,1,0,[Free_Text],[Free_Text], $ , $ 
8218,15,265,0,0,Pre-injection fluid,Chất lỏng trước khi tiêm,Pre-injection fluid,Chất lỏng trước khi tiêm
8219,15,265,1,0,[Free_Text],[Free_Text], $ , $ 
8220,16,266,0,0,Pre-injection fluid,Chất lỏng trước khi tiêm,Pre-injection fluid,Chất lỏng trước khi tiêm
8221,16,266,1,0,[Free_Text],[Free_Text], $ , $ 
8222,17,267,0,0,Pre-injection fluid,Chất lỏng trước khi tiêm,Pre-injection fluid,Chất lỏng trước khi tiêm
8223,17,267,1,0,[Free_Text],[Free_Text], $ , $ 
8224,14,268,0,0,Pre-injection fluid,Chất lỏng trước khi tiêm,Pre-injection fluid,Chất lỏng trước khi tiêm
8225,14,268,1,0,[Free_Text],[Free_Text], $ , $ 
8226,15,269,0,0,Pre-injection fluid,Chất lỏng trước khi tiêm,Pre-injection fluid,Chất lỏng trước khi tiêm
8227,15,269,1,0,[Free_Text],[Free_Text], $ , $ 
8228,16,270,0,0,Pre-injection fluid,Chất lỏng trước khi tiêm,Pre-injection fluid,Chất lỏng trước khi tiêm
8229,16,270,1,0,[Free_Text],[Free_Text], $ , $ 
8230,17,271,0,0,Pre-injection fluid,Chất lỏng trước khi tiêm,Pre-injection fluid,Chất lỏng trước khi tiêm
8231,17,271,1,0,[Free_Text],[Free_Text], $ , $ 
8232,14,272,0,0,pre-injection volume,Thể tích trước khi tiêm,pre-injection volume,Thể tích trước khi tiêm
8233,14,272,1,0, [Free_Text]  ml,[Free_Text] mm,$ ml,$ ml
8234,15,273,0,0,pre-injection volume,Thể tích trước khi tiêm,pre-injection volume,Thể tích trước khi tiêm
8235,15,273,1,0, [Free_Text]  ml,[Free_Text] mm,$ ml,$ ml
8236,16,274,0,0,pre-injection volume,Thể tích trước khi tiêm,pre-injection volume,Thể tích trước khi tiêm
8237,16,274,1,0, [Free_Text]  ml,[Free_Text] mm,$ ml,$ ml
8238,17,275,0,0,pre-injection volume,Thể tích trước khi tiêm,pre-injection volume,Thể tích trước khi tiêm
8239,17,275,1,0, [Free_Text]  ml,[Free_Text] mm,$ ml,$ ml
8240,14,276,0,0,pre-injection volume,Thể tích trước khi tiêm,pre-injection volume,Thể tích trước khi tiêm
8241,14,276,1,0, [Free_Text]  ml,[Free_Text] mm,$ ml,$ ml
8242,15,277,0,0,pre-injection volume,Thể tích trước khi tiêm,pre-injection volume,Thể tích trước khi tiêm
8243,15,277,1,0, [Free_Text]  ml,[Free_Text] mm,$ ml,$ ml
8244,16,278,0,0,pre-injection volume,Thể tích trước khi tiêm,pre-injection volume,Thể tích trước khi tiêm
8245,16,278,1,0, [Free_Text]  ml,[Free_Text] mm,$ ml,$ ml
8246,17,279,0,0,pre-injection volume,Thể tích trước khi tiêm,pre-injection volume,Thể tích trước khi tiêm
8247,17,279,1,0, [Free_Text]  ml,[Free_Text] mm,$ ml,$ ml
8248,14,280,0,0,Result,Kết quả,Result,Kết quả
8249,14,284,2,0,complete piece-meal resection,Hoàn thành cắt bỏ mảnh vụn,complete piece-meal resection,Hoàn thành cắt bỏ mảnh vụn
8250,14,284,3,0,partial resection,Cắt bỏ một phần,partial resection,Cắt bỏ một phần
8251,14,284,4,0,failure,Thất bại,failure,Thất bại
8252,15,285,0,0,Result,Kết quả,Result,Kết quả
8253,15,285,1,0,En bloc resection,Cắt bỏ en bloc,En bloc resection,Cắt bỏ en bloc
8254,15,285,2,0,complete piece-meal resection,Hoàn thành cắt bỏ mảnh vụn,complete piece-meal resection,Hoàn thành cắt bỏ mảnh vụn
8255,15,285,3,0,partial resection,Cắt bỏ một phần,partial resection,Cắt bỏ một phần
8256,14,284,1,0,En bloc resection,Cắt bỏ en bloc,En bloc resection,Cắt bỏ en bloc
8257,15,285,4,0,failure,Thất bại,failure,Thất bại
8258,16,286,1,0,En bloc resection,Cắt bỏ en bloc,En bloc resection,Cắt bỏ en bloc
8259,16,286,2,0,complete piece-meal resection,Hoàn thành cắt bỏ mảnh vụn,complete piece-meal resection,Hoàn thành cắt bỏ mảnh vụn
8260,16,286,3,0,partial resection,Cắt bỏ một phần,partial resection,Cắt bỏ một phần
8261,16,286,4,0,failure,Thất bại,failure,Thất bại
8262,17,287,0,0,Result,Kết quả,Result,Kết quả
8263,17,287,1,0,En bloc resection,Cắt bỏ en bloc,En bloc resection,Cắt bỏ en bloc
8264,17,287,2,0,complete piece-meal resection,Hoàn thành cắt bỏ mảnh vụn,complete piece-meal resection,Hoàn thành cắt bỏ mảnh vụn
8265,16,286,0,0,Result,Kết quả,Result,Kết quả
8266,14,284,0,0,Result,Kết quả,Result,Kết quả
8267,17,283,4,0,failure,Thất bại,failure,Thất bại
8268,17,283,3,0,partial resection,Cắt bỏ một phần,partial resection,Cắt bỏ một phần
8269,14,280,1,0,En bloc resection,Cắt bỏ en bloc,En bloc resection,Cắt bỏ en bloc
8270,14,280,2,0,complete piece-meal resection,Hoàn thành cắt bỏ mảnh vụn,complete piece-meal resection,Hoàn thành cắt bỏ mảnh vụn
8271,14,280,3,0,partial resection,Cắt bỏ một phần,partial resection,Cắt bỏ một phần
8272,14,280,4,0,failure,Thất bại,failure,Thất bại
8273,15,281,0,0,Result,Kết quả,Result,Kết quả
8274,15,281,1,0,En bloc resection,Cắt bỏ en bloc,En bloc resection,Cắt bỏ en bloc
8275,15,281,2,0,complete piece-meal resection,Hoàn thành cắt bỏ mảnh vụn,complete piece-meal resection,Hoàn thành cắt bỏ mảnh vụn
8276,15,281,3,0,partial resection,Cắt bỏ một phần,partial resection,Cắt bỏ một phần
8277,15,281,4,0,failure,Thất bại,failure,Thất bại
8278,16,282,0,0,Result,Kết quả,Result,Kết quả
8279,16,282,1,0,En bloc resection,Cắt bỏ en bloc,En bloc resection,Cắt bỏ en bloc
8280,16,282,2,0,complete piece-meal resection,Hoàn thành cắt bỏ mảnh vụn,complete piece-meal resection,Hoàn thành cắt bỏ mảnh vụn
8281,16,282,3,0,partial resection,Cắt bỏ một phần,partial resection,Cắt bỏ một phần
8282,16,282,4,0,failure,Thất bại,failure,Thất bại
8283,17,283,0,0,Result,Kết quả,Result,Kết quả
8284,17,283,1,0,En bloc resection,Cắt bỏ en bloc,En bloc resection,Cắt bỏ en bloc
8285,17,283,2,0,complete piece-meal resection,Hoàn thành cắt bỏ mảnh vụn,complete piece-meal resection,Hoàn thành cắt bỏ mảnh vụn
8286,17,287,3,0,partial resection,Cắt bỏ một phần,partial resection,Cắt bỏ một phần
8287,17,287,4,0,failure,Thất bại,failure,Thất bại
8288,14,288,0,0,Defect closure,Đóng kín khuyết tật,Defect closure,Đóng kín khuyết tật
8289,17,295,0,0,Defect closure,Đóng kín khuyết tật,Defect closure,Đóng kín khuyết tật
8290,16,294,2,0,Yes,Có,Yes,Có
8291,16,294,1,0,No,Không ,No,Không 
8292,16,294,0,0,Defect closure,Đóng kín khuyết tật,Defect closure,Đóng kín khuyết tật
8293,15,293,2,0,Yes,Có,Yes,Có
8294,15,293,1,0,No,Không ,No,Không 
8295,15,293,0,0,Defect closure,Đóng kín khuyết tật,Defect closure,Đóng kín khuyết tật
8296,14,292,2,0,Yes,Có,Yes,Có
8297,14,292,1,0,No,Không ,No,Không 
8298,14,292,0,0,Defect closure,Đóng kín khuyết tật,Defect closure,Đóng kín khuyết tật
8299,17,291,2,0,Yes,Có,Yes,Có
8300,17,291,1,0,No,Không ,No,Không 
8301,17,291,0,0,Defect closure,Đóng kín khuyết tật,Defect closure,Đóng kín khuyết tật
8302,16,290,2,0,Yes,Có,Yes,Có
8303,16,290,1,0,No,Không ,No,Không 
8304,16,290,0,0,Defect closure,Đóng kín khuyết tật,Defect closure,Đóng kín khuyết tật
8305,15,289,2,0,Yes,Có,Yes,Có
8306,15,289,1,0,No,Không ,No,Không 
8307,15,289,0,0,Defect closure,Đóng kín khuyết tật,Defect closure,Đóng kín khuyết tật
8308,14,288,2,0,Yes,Có,Yes,Có
8309,14,288,1,0,No,Không ,No,Không 
8310,17,295,1,0,No,Không ,No,Không 
8311,17,295,2,0,Yes,Có,Yes,Có
8312,14,296,0,0,Closure device,Thiết bị kín,Closure device,Thiết bị kín
8313,17,303,0,0,Closure device,Thiết bị kín,Closure device,Thiết bị kín
8314,16,302,2,0,OTSC,OTSC,OTSC,OTSC
8315,16,302,1,0,TTS,TTS,TTS,TTS
8316,16,302,0,0,Closure device,Thiết bị kín,Closure device,Thiết bị kín
8317,15,301,2,0,OTSC,OTSC,OTSC,OTSC
8318,15,301,1,0,TTS,TTS,TTS,TTS
8319,15,301,0,0,Closure device,Thiết bị kín,Closure device,Thiết bị kín
8320,14,300,2,0,OTSC,OTSC,OTSC,OTSC
8321,14,300,1,0,TTS,TTS,TTS,TTS
8322,14,300,0,0,Closure device,Thiết bị kín,Closure device,Thiết bị kín
8323,17,299,2,0,OTSC,OTSC,OTSC,OTSC
8324,17,299,1,0,TTS,TTS,TTS,TTS
8325,17,299,0,0,Closure device,Thiết bị kín,Closure device,Thiết bị kín
8326,16,298,2,0,OTSC,OTSC,OTSC,OTSC
8327,16,298,1,0,TTS,TTS,TTS,TTS
8328,16,298,0,0,Closure device,Thiết bị kín,Closure device,Thiết bị kín
8329,15,297,2,0,OTSC,OTSC,OTSC,OTSC
8330,15,297,1,0,TTS,TTS,TTS,TTS
8331,15,297,0,0,Closure device,Thiết bị kín,Closure device,Thiết bị kín
8332,14,296,2,0,OTSC,OTSC,OTSC,OTSC
8333,14,296,1,0,TTS,TTS,TTS,TTS
8334,17,303,1,0,TTS,TTS,TTS,TTS
8335,17,303,2,0,OTSC,OTSC,OTSC,OTSC
8336,14,304,0,0,Number of closure device,Số lượng thiết bị kín,Number of closure device,Số lượng thiết bị kín
8337,14,304,1,0,[Free_Text],[Free_Text], $ , $ 
8338,15,305,0,0,Number of closure device,Số lượng thiết bị kín,Number of closure device,Số lượng thiết bị kín
8339,15,305,1,0,[Free_Text],[Free_Text], $ , $ 
8340,16,306,0,0,Number of closure device,Số lượng thiết bị kín,Number of closure device,Số lượng thiết bị kín
8341,16,306,1,0,[Free_Text],[Free_Text], $ , $ 
8342,17,307,0,0,Number of closure device,Số lượng thiết bị kín,Number of closure device,Số lượng thiết bị kín
8343,17,307,1,0,[Free_Text],[Free_Text], $ , $ 
8344,14,308,0,0,Number of closure device,Số lượng thiết bị kín,Number of closure device,Số lượng thiết bị kín
8345,14,308,1,0,[Free_Text],[Free_Text], $ , $ 
8346,15,309,0,0,Number of closure device,Số lượng thiết bị kín,Number of closure device,Số lượng thiết bị kín
8347,15,309,1,0,[Free_Text],[Free_Text], $ , $ 
8348,16,310,0,0,Number of closure device,Số lượng thiết bị kín,Number of closure device,Số lượng thiết bị kín
8349,16,310,1,0,[Free_Text],[Free_Text], $ , $ 
8350,17,311,0,0,Number of closure device,Số lượng thiết bị kín,Number of closure device,Số lượng thiết bị kín
8351,17,311,1,0,[Free_Text],[Free_Text], $ , $ 
8352,14,312,0,0,Specimen size,Kích thước Lấy mẫu,Specimen size,Kích thước Lấy mẫu
8353,14,312,1,0, [Free_Text]  mm, [Free_Text]  mm,$ mm,$ mm
8354,15,313,0,0,Specimen size,Kích thước Lấy mẫu,Specimen size,Kích thước Lấy mẫu
8355,15,313,1,0, [Free_Text]  mm, [Free_Text]  mm,$ mm,$ mm
8356,16,314,0,0,Specimen size,Kích thước Lấy mẫu,Specimen size,Kích thước Lấy mẫu
8357,16,314,1,0, [Free_Text]  mm, [Free_Text]  mm,$ mm,$ mm
8358,17,315,0,0,Specimen size,Kích thước Lấy mẫu,Specimen size,Kích thước Lấy mẫu
8359,17,315,1,0, [Free_Text]  mm, [Free_Text]  mm,$ mm,$ mm
8360,14,316,0,0,Specimen size,Kích thước Lấy mẫu,Specimen size,Kích thước Lấy mẫu
8361,14,316,1,0, [Free_Text]  mm, [Free_Text]  mm,$ mm,$ mm
8362,15,317,0,0,Specimen size,Kích thước Lấy mẫu,Specimen size,Kích thước Lấy mẫu
8363,15,317,1,0, [Free_Text]  mm, [Free_Text]  mm,$ mm,$ mm
8364,16,318,0,0,Specimen size,Kích thước Lấy mẫu,Specimen size,Kích thước Lấy mẫu
8365,16,318,1,0, [Free_Text]  mm, [Free_Text]  mm,$ mm,$ mm
8366,17,319,0,0,Specimen size,Kích thước Lấy mẫu,Specimen size,Kích thước Lấy mẫu
8367,17,319,1,0, [Free_Text]  mm, [Free_Text]  mm,$ mm,$ mm
8368,1016,320,0,0,Lesion,Tổn thương,Lesion,Tổn thương
8369,1015,330,2,0,Normal location,Vị trí bình thường,Normal location,Vị trí bình thường
8370,1016,331,0,0,Lesion,Tổn thương,Lesion,Tổn thương
8371,1016,331,1,0,Link to relevant finding,Liên kết đến phát hiện có liên quan,Link to relevant finding,Liên kết đến phát hiện có liên quan
8372,1016,331,2,0,Normal location,Vị trí bình thường,Normal location,Vị trí bình thường
8373,1018,332,0,0,Lesion,Tổn thương,Lesion,Tổn thương
8374,1018,332,1,0,Link to relevant finding,Liên kết đến phát hiện có liên quan,Link to relevant finding,Liên kết đến phát hiện có liên quan
8375,1018,332,2,0,Normal location,Vị trí bình thường,Normal location,Vị trí bình thường
8376,1018,333,0,0,Lesion,Tổn thương,Lesion,Tổn thương
8377,1018,333,1,0,Link to relevant finding,Liên kết đến phát hiện có liên quan,Link to relevant finding,Liên kết đến phát hiện có liên quan
8378,1018,333,2,0,Normal location,Vị trí bình thường,Normal location,Vị trí bình thường
8379,1016,334,0,0,Lesion,Tổn thương,Lesion,Tổn thương
8380,1016,334,1,0,Link to relevant finding,Liên kết đến phát hiện có liên quan,Link to relevant finding,Liên kết đến phát hiện có liên quan
8381,1015,330,1,0,Link to relevant finding,Liên kết đến phát hiện có liên quan,Link to relevant finding,Liên kết đến phát hiện có liên quan
8382,1016,334,2,0,Normal location,Vị trí bình thường,Normal location,Vị trí bình thường
