RPT_TREATMENT_ID,ORGAN_ID,CLASS1,CLASS2,CLASS3,DISP_NAME,LOCAL_DISP_NAME,SINGULAR,LOCAL_SINGULAR
1,1,1,0,0,Treatment 001,Điều trị 001,Treatment 001,Điều trị 001
2,1,1,1,0,Treatment 002,Điều trị 002,Treatment 002,Điều trị 002
3,1,1,2,0,Treatment 003,Điều trị 003,Treatment 003,Điều trị 003
13,1,2,0,0,Treatment 004,Điều trị 004,Treatment 004,Điều trị 004
14,1,2,1,0,Treatment 005,Điều trị 005,Treatment 005,Điều trị 005
15,1,2,2,0,Treatment 006,Điều trị 006,Treatment 006,Điều trị 006
16,1,10,0,0,[Endoscopic treatment technique],[Kỹ thuật điều trị nội soi],[Endoscopic treatment technique],[Kỹ thuật điều trị nội soi]
17,1,10,10,0,EMRC,EMRC,EMRC,EMRC
18,1,10,20,0,EMR,EMR,EMR,EMR
19,1,10,30,0,ESD,ESD,ESD,ESD
20,1,10,40,0,EIS,EIS,EIS,EIS
21,1,10,50,0,EIS(EO),EIS(EO),EIS(EO),EIS(EO)
22,1,10,60,0,EIS(AS),EIS(AS),EIS(AS),EIS(AS)
23,1,10,70,0,EIS(GTXIII),EIS(GTXIII),EIS(GTXIII),EIS(GTXIII)
24,1,10,80,0,EVL,EVL,EVL,EVL
25,1,10,90,0,EISL(EIS+EVL),EISL(EIS+EVL),EISL(EIS+EVL),EISL(EIS+EVL)
26,1,10,100,0,2ch method,Phương pháp 2ch,2ch method,Phương pháp 2ch
27,1,10,110,0,Balloon dilation,Bóng nong,Balloon dilation,Bóng nong
28,1,10,120,0,Bougie,Bougie,Bougie,Bougie
29,1,10,130,0,Stent insertion,Luồn stent,Stent insertion,Luồn stent
30,1,10,140,0,Stent placement,Đặt Stent,Stent placement,Đặt Stent
31,1,10,150,0,Removal of foreign body,Loại bỏ dị vật,Removal of foreign body,Loại bỏ dị vật
32,1,10,160,0,Removal of Anisakis,Loại bỏ Anisakis,Removal of Anisakis,Loại bỏ Anisakis
33,1,20,0,0,\[Mechanical hemostasis],\ [Cầm máu cơ học],\[Mechanical hemostasis],\ [Cầm máu cơ học]
34,1,20,10,0,Clipping method,Phương pháp kẹp clip,Clipping method,Phương pháp kẹp clip
35,1,20,20,0,O-ring method,Phương pháp O-ring,O-ring method,Phương pháp O-ring
36,1,20,30,0,Indwelling snare method,Phương pháp cắt vòng trong,Indwelling snare method,Phương pháp cắt vòng trong
37,1,30,0,0,[Local hemostasis],[Cầm máu cục bộ],[Local hemostasis],[Cầm máu cục bộ]
38,1,30,10,0,HSE injection,Tiêm HSE,HSE injection,Tiêm HSE
39,1,30,20,0,Local ethanol injection,Tiêm ethanol tại chỗ,Local ethanol injection,Tiêm ethanol tại chỗ
40,1,30,30,0,Local aethoxysklerol injection,Tiêm aethoxysklerol tại chỗ,Local aethoxysklerol injection,Tiêm aethoxysklerol tại chỗ
41,1,30,40,0,Local Histoacryl injection,Tiêm Histoacryl tại chỗ,Local Histoacryl injection,Tiêm Histoacryl tại chỗ
42,1,30,50,0,Fibrin glue,Keo fibrin,Fibrin glue,Keo fibrin
43,1,30,60,0,Local Picibanil injection,Tiêm Picibanil tại chỗ,Local Picibanil injection,Tiêm Picibanil tại chỗ
44,1,30,70,0,Local Glyceol injection,Tiêm Glyceol tại chỗ,Local Glyceol injection,Tiêm Glyceol tại chỗ
45,1,30,80,0,Steroid injection,Tiêm steroid,Steroid injection,Tiêm steroid
46,1,40,0,0,[Coagulation hemostasis],[Cầm máu đông máu],[Coagulation hemostasis],[Cầm máu đông máu]
47,1,40,10,0,APC,APC,APC,APC
48,1,40,20,0,High frequency cauterization (coagulation),Đốt cao tần (cầm máu),High frequency cauterization (coagulation),Đốt cao tần (cầm máu)
49,1,40,30,0,High frequency coagulation (excision),Cầm máu cao tần (cắt bỏ),High frequency coagulation (excision),Cầm máu cao tần (cắt bỏ)
50,1,40,40,0,High frequency coagulation (combined),Cầm máu cao tần (kết hợp),High frequency coagulation (combined),Cầm máu cao tần (kết hợp)
51,1,40,50,0,Microwave coagulation,Cầm máu bằng vi sóng,Microwave coagulation,Cầm máu bằng vi sóng
52,1,40,60,0,Laser irradiation,Chiếu xạ laser,Laser irradiation,Chiếu xạ laser
53,1,40,70,0,Heat probe,Đầu dò nhiệt,Heat probe,Đầu dò nhiệt
54,1,50,0,0,[Medicine/Special light],[Thuốc/Ánh sáng đặc biệt],[Medicine/Special light],[Thuốc/Ánh sáng đặc biệt]
55,1,50,10,0,Dye spray,Thuốc nhuộm,Dye spray,Thuốc nhuộm
56,1,50,20,0,Acetate spray,Xịt Acetat,Acetate spray,Xịt Acetat
57,1,50,30,0,Indigocarmine spray,Xịt Indigocarmin,Indigocarmine spray,Xịt Indigocarmin
58,1,50,40,0,Lugol spray,Xịt Lugol,Lugol spray,Xịt Lugol
59,1,50,50,0,Thrombin spray,Xịt yếu tố đông máu,Thrombin spray,Xịt yếu tố đông máu
60,1,50,60,0,Maalox spray,Xịt Maalox,Maalox spray,Xịt Maalox
61,1,50,70,0,Methylene blue spray,Xịt xanh metylen,Methylene blue spray,Xịt xanh metylen
62,1,50,80,0,Alto spray,Phun Alto,Alto spray,Phun Alto
63,1,50,90,0,NBI,NBI,NBI,NBI
64,1,50,100,0,AFI,AFI,AFI,AFI
65,1,50,110,0,FICE,FICE,FICE,FICE
66,1,60,0,0,[Clip marking],[Đánh dấu clip],[Clip marking],[Đánh dấu clip]
67,1,60,10,0,Oral clipping,Kẹp miệng,Oral clipping,Kẹp miệng
68,1,60,20,0,Anal clipping,Kẹp hậu môn,Anal clipping,Kẹp hậu môn
69,1,60,30,0,Clipping closure ,Đóng kẹp clip,Clipping closure ,Đóng kẹp clip
70,1,60,40,0,Injection of Indian ink on anterior wall of P-ring,Tiêm mực Ấn Độ lên thành trước vòng chữ P,Injection of Indian ink on anterior wall of P-ring,Tiêm mực Ấn Độ lên thành trước vòng chữ P
71,1,60,50,0,Injection of Indian ink,Tiêm mực Ấn Độ,Injection of Indian ink,Tiêm mực Ấn Độ
72,1,70,0,0,[ESD device],[Thiết bị ESD],[ESD device],[Thiết bị ESD]
73,1,70,10,0,IT knife 2,Dao IT 2,IT knife 2,Dao IT 2
74,1,70,20,0,Hook knife,Dao móc,Hook knife,Dao móc
75,1,70,30,0,Flex knife,Dao Flex,Flex knife,Dao Flex
76,1,70,40,0,TT knife,Dao TT,TT knife,Dao TT
77,1,70,50,0,Flush knife,Dao tách,Flush knife,Dao tách
78,1,70,60,0,Flush knife BT,Dao tách BT,Flush knife BT,Dao tách BT
79,1,70,70,0,Mantis hook knife,Dao móc bọ ngựa,Mantis hook knife,Dao móc bọ ngựa
80,1,70,80,0,Bie knife,Dao Bie,Bie knife,Dao Bie
81,1,70,90,0,ST food,ST food,ST food,ST food
82,1,70,100,0,Dual knife,Dao kép,Dual knife,Dao kép
83,1,70,110,0,SB knife,Dao SB,SB knife,Dao SB
84,1,70,120,0,Clutch cutter,Kìm cắt răng vẩu,Clutch cutter,Kìm cắt răng vẩu
85,1,80,0,0,[Other],[Khác],[Other],[Khác]
86,1,80,10,0,EUS,EUS,EUS,EUS
87,1,80,20,0,Microprobe,Đầu dò nhỏ,Microprobe,Đầu dò nhỏ
88,1,80,30,0,IDUS,IDUS,IDUS,IDUS
89,1,80,40,0,3D-IDUS,3D-IDUS,3D-IDUS,3D-IDUS
90,1,80,50,0,Removel of stent,Loại bỏ ống thông,Removel of stent,Loại bỏ ống thông
91,1,90,0,0,BIOPSY ,Sinh thiết,BIOPSY ,Sinh thiết
92,1,100,0,0,STRIP BIOPSY,Vạch sinh thiết,STRIP BIOPSY,Vạch sinh thiết
93,1,110,0,0,HOT BIOPSY,Sinh thiết nóng,HOT BIOPSY,Sinh thiết nóng
94,1,120,0,0,Polypectomy,Cắt polyp,Polypectomy,Cắt polyp
95,1,130,0,0,EMR,EMR,EMR,EMR
96,1,140,0,0,EPMR,EPMR,EPMR,EPMR
97,1,150,0,0,ESD,ESD,ESD,ESD
98,1,160,0,0,2ch method,Phương pháp 2ch,2ch method,Phương pháp 2ch
99,1,170,0,0,(Cytology) Esophagus,(Tế bào học) Thực quản,(Cytology) Esophagus,(Tế bào học) Thực quản
100,2,10,0,0,[Endoscopic treatment technique],[Kỹ thuật  điều trị nội soi],[Endoscopic treatment technique],[Kỹ thuật  điều trị nội soi]
101,2,10,10,0,EMRC,EMRC,EMRC,EMRC
102,2,10,20,0,EMR,EMR,EMR,EMR
103,2,10,30,0,ESD,ESD,ESD,ESD
104,2,10,40,0,EIS,EIS,EIS,EIS
105,2,10,50,0,EIS(EO),EIS(EO),EIS(EO),EIS(EO)
106,2,10,60,0,EIS(AS),EIS(AS),EIS(AS),EIS(AS)
107,2,10,70,0,EIS(GTXIII),EIS(GTXIII),EIS(GTXIII),EIS(GTXIII)
108,2,10,80,0,EVL,EVL,EVL,EVL
109,2,10,90,0,EISL(EIS+EVL),EISL(EIS+EVL),EISL(EIS+EVL),EISL(EIS+EVL)
110,2,10,100,0,2ch method,Phương pháp 2ch,2ch method,Phương pháp 2ch
111,2,10,110,0,Balloon dilation,Bóng nong,Balloon dilation,Bóng nong
112,2,10,120,0,Bougie,Bougie,Bougie,Bougie
113,2,10,130,0,Stent insertion,Luồn stent,Stent insertion,Luồn stent
114,2,10,140,0,Stent placement,Đặt Stent,Stent placement,Đặt Stent
115,2,10,150,0,Removal of foreign body,Loại bỏ dị vật,Removal of foreign body,Loại bỏ dị vật
116,2,10,160,0,Removal of Anisakis,Loại bỏ Anisakis,Removal of Anisakis,Loại bỏ Anisakis
117,2,20,0,0,\[Mechanical hemostasis],\[Cầm máu cơ học],\[Mechanical hemostasis],\[Cầm máu cơ học]
118,2,20,10,0,Clipping method,Phương pháp kẹp clip,Clipping method,Phương pháp kẹp clip
119,2,20,20,0,O-ring method,Phương pháp O-ring,O-ring method,Phương pháp O-ring
120,2,20,30,0,Indwelling snare method,Phương pháp cắt vòng trong,Indwelling snare method,Phương pháp cắt vòng trong
121,2,30,0,0,[Local hemostasis],[Cầm máu cục bộ],[Local hemostasis],[Cầm máu cục bộ]
122,2,30,10,0,HSE injection,Tiêm HSE,HSE injection,Tiêm HSE
123,2,30,20,0,Local ethanol injection,Tiêm ethanol tại chỗ,Local ethanol injection,Tiêm ethanol tại chỗ
124,2,30,30,0,Local aethoxysklerol injection,Tiêm aethoxysklerol tại chỗ,Local aethoxysklerol injection,Tiêm aethoxysklerol tại chỗ
125,2,30,40,0,Local Histoacryl injection,Tiêm Histoacryl tại chỗ,Local Histoacryl injection,Tiêm Histoacryl tại chỗ
126,2,30,50,0,Fibrin glue,Keo fibrin,Fibrin glue,Keo fibrin
127,2,30,60,0,Local Picibanil injection,Tiêm Picibanil tại chỗ,Local Picibanil injection,Tiêm Picibanil tại chỗ
128,2,30,70,0,Local Glyceol injection,Tiêm Glyceol tại chỗ,Local Glyceol injection,Tiêm Glyceol tại chỗ
129,2,30,80,0,Steroid injection,Tiêm steroid,Steroid injection,Tiêm steroid
130,2,40,0,0,[Coagulation hemostasis],[Cầm máu đông máu],[Coagulation hemostasis],[Cầm máu đông máu]
131,2,40,10,0,APC,APC,APC,APC
132,2,40,20,0,High frequency cauterization (coagulation),Đốt cao tần (cầm máu),High frequency cauterization (coagulation),Đốt cao tần (cầm máu)
133,2,40,30,0,High frequency coagulation (excision),Cầm máu cao tần (cắt bỏ),High frequency coagulation (excision),Cầm máu cao tần (cắt bỏ)
134,2,40,40,0,High frequency coagulation (combined),Cầm máu cao tần (kết hợp),High frequency coagulation (combined),Cầm máu cao tần (kết hợp)
135,2,40,50,0,Microwave coagulation,Cầm máu bằng vi sóng,Microwave coagulation,Cầm máu bằng vi sóng
136,2,40,60,0,Laser irradiation,Chiếu xạ laser,Laser irradiation,Chiếu xạ laser
137,2,40,70,0,Heat probe,Đầu dò nhiệt,Heat probe,Đầu dò nhiệt
138,2,50,0,0,[Medicine/Special light],[Thuốc/Ánh sáng đặc biệt],[Medicine/Special light],[Thuốc/Ánh sáng đặc biệt]
139,2,50,10,0,Dye spray,Thuốc nhuộm,Dye spray,Thuốc nhuộm
140,2,50,20,0,Acetate spray,Xịt Acetat,Acetate spray,Xịt Acetat
141,2,50,30,0,Indigocarmine spray,Xịt Indigocarmin,Indigocarmine spray,Xịt Indigocarmin
142,2,50,40,0,Lugol spray,Xịt Lugol,Lugol spray,Xịt Lugol
143,2,50,50,0,Thrombin spray,Xịt yếu tố đông máu,Thrombin spray,Xịt yếu tố đông máu
144,2,50,60,0,Maalox spray,Xịt Maalox,Maalox spray,Xịt Maalox
145,2,50,70,0,Methylene blue spray,Xịt xanh metylen,Methylene blue spray,Xịt xanh metylen
146,2,50,80,0,Alto spray,Phun Alto,Alto spray,Phun Alto
147,2,50,90,0,NBI,NBI,NBI,NBI
148,2,50,100,0,AFI,AFI,AFI,AFI
149,2,50,110,0,FICE,FICE,FICE,FICE
150,2,60,0,0,[Clip marking],[Đánh dấu clip],[Clip marking],[Đánh dấu clip]
151,2,60,10,0,Oral clipping,Kẹp miệng,Oral clipping,Kẹp miệng
152,2,60,20,0,Anal clipping,Kẹp hậu môn,Anal clipping,Kẹp hậu môn
153,2,60,30,0,Clipping closure ,Đóng kẹp clip,Clipping closure ,Đóng kẹp clip
154,2,60,40,0,Injection of Indian ink on anterior wall of P-ring,Tiêm mực Ấn Độ lên thành trước vòng chữ P,Injection of Indian ink on anterior wall of P-ring,Tiêm mực Ấn Độ lên thành trước vòng chữ P
155,2,60,50,0,Injection of Indian ink,Tiêm mực Ấn Độ,Injection of Indian ink,Tiêm mực Ấn Độ
156,2,70,0,0,[ESD device],[Thiết bị ESD],[ESD device],[Thiết bị ESD]
157,2,70,10,0,IT knife 2,Dao IT 2,IT knife 2,Dao IT 2
158,2,70,20,0,Hook knife,Dao móc,Hook knife,Dao hook
159,2,70,30,0,Flex knife,Dao Flex,Flex knife,Dao Flex
160,2,70,40,0,TT knife,Dao TT,TT knife,Dao TT
161,2,70,50,0,Flush knife,Dao tách,Flush knife,Dao tách
162,2,70,60,0,Flush knife BT,Dao tách BT,Flush knife BT,Dao tách BT
163,2,70,70,0,Mantis hook knife,Dao móc bọ ngựa,Mantis hook knife,Dao móc bọ ngựa
164,2,70,80,0,Bie knife,Dao Bie,Bie knife,Dao Bie
165,2,70,90,0,ST food,ST food,ST food,ST food
166,2,70,100,0,Dual knife,Dao kép,Dual knife,Dao kép
167,2,70,110,0,SB knife,Dao SB,SB knife,Dao SB
168,2,70,120,0,Clutch cutter,Kìm cắt răng vẩu,Clutch cutter,Kìm cắt răng vẩu
169,2,80,0,0,[Other],[Khác],[Other],[Khác]
170,2,80,10,0,EUS,EUS,EUS,EUS
171,2,80,20,0,Microprobe,Đầu dò nhỏ,Microprobe,Đầu dò nhỏ
172,2,80,30,0,IDUS,IDUS,IDUS,IDUS
173,2,80,40,0,3D-IDUS,3D-IDUS,3D-IDUS,3D-IDUS
174,2,80,50,0,Removel of stent,Loại bỏ ống thông,Removel of stent,Loại bỏ ống thông
175,2,90,0,0,[Sampling method],[Phương pháp lấy Lấy mẫu],[Sampling method],[Phương pháp lấy Lấy mẫu]
176,2,100,0,0,BIOPSY ,Sinh thiết,BIOPSY ,Sinh thiết
177,2,110,0,0,STRIP BIOPSY,Vạch sinh thiết,STRIP BIOPSY,Vạch sinh thiết
178,2,120,0,0,HOT BIOPSY,Sinh thiết nóng,HOT BIOPSY,Sinh thiết nóng
179,2,130,0,0,Polypectomy,Cắt polyp,Polypectomy,Cắt polyp
180,2,140,0,0,EMR,EMR,EMR,EMR
181,2,150,0,0,EPMR,EPMR,EPMR,EPMR
182,2,160,0,0,ESD,ESD,ESD,ESD
183,2,170,0,0,2ch method,Phương pháp 2ch,2ch method,Phương pháp 2ch
184,2,180,0,0,(Cytology) Gastric juice,(Tế bào học) Dịch dạ dày,(Cytology) Gastric juice,(Tế bào học) Dịch dạ dày
185,2,190,0,0,(Cytology) Stomach,(Tế bào học) Dạ dày,(Cytology) Stomach,(Tế bào học) Dạ dày
186,3,10,0,0,[Endoscopic treatment technique],[Kỹ thuật điều trị nội soi],[Endoscopic treatment technique],[Kỹ thuật điều trị nội soi]
187,3,10,10,0,ESD,ESD,ESD,ESD
188,3,10,20,0,EIS,EIS,EIS,EIS
189,3,10,30,0,EIS(EO),EIS(EO),EIS(EO),EIS(EO)
190,3,10,40,0,EIS(AS),EIS(AS),EIS(AS),EIS(AS)
191,3,10,50,0,EIS(GTXIII),EIS(GTXIII),EIS(GTXIII),EIS(GTXIII)
192,3,10,60,0,EVL,EVL,EVL,EVL
193,3,10,70,0,EISL(EIS+EVL),EISL(EIS+EVL),EISL(EIS+EVL),EISL(EIS+EVL)
194,3,10,80,0,2ch method,Phương pháp 2ch,2ch method,Phương pháp 2ch
195,3,10,90,0,Balloon dilation,Bóng nong,Balloon dilation,Bóng nong
196,3,10,100,0,Bougie,Bougie,Bougie,Bougie
197,3,10,110,0,Stent insertion,Luồn stent,Stent insertion,Luồn stent
198,3,10,120,0,Stent placement,Đặt Stent,Stent placement,Đặt Stent
199,3,10,130,0,Removal of foreign body,Loại bỏ dị vật,Removal of foreign body,Loại bỏ dị vật
200,3,10,140,0,Removal of Anisakis,Loại bỏ Anisakis,Removal of Anisakis,Loại bỏ Anisakis
201,3,20,0,0,\[Mechanical hemostasis],\ [Cầm máu cơ học],\[Mechanical hemostasis],\ [Cầm máu cơ học]
202,3,20,10,0,Clipping method,Phương pháp kẹp clip,Clipping method,Phương pháp kẹp clip
203,3,20,20,0,O-ring method,Phương pháp O-ring,O-ring method,Phương pháp O-ring
204,3,20,30,0,Indwelling snare method,Phương pháp cắt vòng trong,Indwelling snare method,Phương pháp cắt vòng trong
205,3,30,0,0,[Local hemostasis],[Cầm máu cục bộ],[Local hemostasis],[Cầm máu cục bộ]
206,3,30,10,0,HSE injection,Tiêm HSE,HSE injection,Tiêm HSE
207,3,30,20,0,Local ethanol injection,Tiêm ethanol tại chỗ,Local ethanol injection,Tiêm ethanol tại chỗ
208,3,30,30,0,Local aethoxysklerol injection,Tiêm aethoxysklerol tại chỗ,Local aethoxysklerol injection,Tiêm aethoxysklerol tại chỗ
209,3,30,40,0,Local Histoacryl injection,Tiêm Histoacryl tại chỗ,Local Histoacryl injection,Tiêm Histoacryl tại chỗ
210,3,30,50,0,Fibrin glue,Keo fibrin,Fibrin glue,Keo fibrin
211,3,30,60,0,Local Picibanil injection,Tiêm Picibanil tại chỗ,Local Picibanil injection,Tiêm Picibanil tại chỗ
212,3,30,70,0,Local Glyceol injection,Tiêm Glyceol tại chỗ,Local Glyceol injection,Tiêm Glyceol tại chỗ
213,3,30,80,0,Steroid injection,Tiêm steroid,Steroid injection,Tiêm steroid
214,3,40,0,0,[Coagulation hemostasis],[Cầm máu đông máu],[Coagulation hemostasis],[Cầm máu đông máu]
215,3,40,10,0,APC,APC,APC,APC
216,3,40,20,0,High frequency cauterization (coagulation),Đốt cao tần (cầm máu),High frequency cauterization (coagulation),Đốt cao tần (cầm máu)
217,3,40,30,0,High frequency coagulation (excision),Cầm máu cao tần (cắt bỏ),High frequency coagulation (excision),Cầm máu cao tần (cắt bỏ)
218,3,40,40,0,High frequency coagulation (combined),Cầm máu cao tần (kết hợp),High frequency coagulation (combined),Cầm máu cao tần (kết hợp)
219,3,40,50,0,Microwave coagulation,Cầm máu bằng vi sóng,Microwave coagulation,Cầm máu bằng vi sóng
220,3,40,60,0,Laser irradiation,Chiếu xạ laser,Laser irradiation,Chiếu xạ laser
221,3,40,70,0,Heat probe,Đầu dò nhiệt,Heat probe,Đầu dò nhiệt
222,3,50,0,0,[Medicine/Special light],[Thuốc/Ánh sáng đặc biệt],[Medicine/Special light],[Thuốc / Ánh sáng đặc biệt]
223,3,50,10,0,Dye spray,Thuốc nhuộm,Dye spray,Thuốc nhuộm
224,3,50,20,0,Acetate spray,Xịt Acetat,Acetate spray,Xịt Acetat
225,3,50,30,0,Indigocarmine spray,Xịt Indigocarmin,Indigocarmine spray,Xịt Indigocarmin
226,3,50,40,0,Lugol spray,Xịt Lugol,Lugol spray,Xịt Lugol
227,3,50,50,0,Thrombin spray,Xịt yếu tố đông máu,Thrombin spray,Xịt yếu tố đông máu
228,3,50,60,0,Maalox spray,Xịt Maalox,Maalox spray,Xịt Maalox
229,3,50,70,0,Methylene blue spray,Xịt xanh metylen,Methylene blue spray,Xịt xanh metylen
230,3,50,80,0,Alto spray,Phun Alto,Alto spray,Phun Alto
231,3,50,90,0,NBI,NBI,NBI,NBI
232,3,50,100,0,AFI,AFI,AFI,AFI
233,3,50,110,0,FICE,FICE,FICE,FICE
234,3,60,0,0,[Clip marking],[Đánh dấu clip],[Clip marking],[Đánh dấu clip]
235,3,60,10,0,Oral clipping,Kẹp miệng,Oral clipping,Kẹp miệng
236,3,60,20,0,Anal clipping,Kẹp hậu môn,Anal clipping,Kẹp hậu môn
237,3,60,30,0,Clipping closure ,Đóng kẹp clip,Clipping closure ,Đóng kẹp clip
238,3,60,40,0,Injection of Indian ink on anterior wall of P-ring,Tiêm mực Ấn Độ lên thành trước vòng chữ P,Injection of Indian ink on anterior wall of P-ring,Tiêm mực Ấn Độ lên thành trước vòng chữ P
239,3,60,50,0,Injection of Indian ink,Tiêm mực Ấn Độ,Injection of Indian ink,Tiêm mực Ấn Độ
240,3,70,0,0,[ESD device],[Thiết bị ESD],[ESD device],[Thiết bị ESD]
241,3,70,10,0,IT knife 2,Dao IT 2,IT knife 2,Dao IT 2
242,3,70,20,0,Hook knife,Dao móc,Hook knife,Dao móc
243,3,70,30,0,Flex knife,Dao Flex,Flex knife,Dao Flex
244,3,70,40,0,TT knife,Dao TT,TT knife,Dao TT
245,3,70,50,0,Flush knife,Dao tách,Flush knife,Dao tách
246,3,70,60,0,Flush knife BT,Dao tách BT,Flush knife BT,Dao tách BT
247,3,70,70,0,Mantis hook knife,Dao móc bọ ngựa,Mantis hook knife,Dao móc bọ ngựa
248,3,70,80,0,Bie knife,Dao Bie,Bie knife,Dao Bie
249,3,70,90,0,ST food,ST food,ST food,ST food
250,3,70,100,0,Dual knife,Dao kép,Dual knife,Dao kép
251,3,70,110,0,SB knife,Dao SB,SB knife,Dao SB
252,3,70,120,0,Clutch cutter,Kìm cắt răng vẩu,Clutch cutter,Kìm cắt răng vẩu
253,3,80,0,0,[Other],[Khác],[Other],[Khác]
254,3,80,10,0,EUS,EUS,EUS,EUS
255,3,80,20,0,Microprobe,Đầu dò nhỏ,Microprobe,Đầu dò nhỏ
256,3,80,30,0,IDUS,IDUS,IDUS,IDUS
257,3,80,40,0,3D-IDUS,3D-IDUS,3D-IDUS,3D-IDUS
258,3,80,50,0,Removel of stent,Loại bỏ ống thông,Removel of stent,Loại bỏ ống thông
259,3,90,0,0,BIOPSY ,Sinh thiết,BIOPSY ,Sinh thiết
260,3,100,0,0,STRIP BIOPSY,Vạch sinh thiết,STRIP BIOPSY,Vạch sinh thiết
261,3,110,0,0,HOT BIOPSY,Sinh thiết nóng,HOT BIOPSY,Sinh thiết nóng
262,3,120,0,0,Polypectomy,Cắt polyp,Polypectomy,Cắt polyp
263,3,130,0,0,EMR,EMR,EMR,EMR
264,3,140,0,0,EPMR,EPMR,EPMR,EPMR
265,3,150,0,0,ESD,ESD,ESD,ESD
266,3,160,0,0,2ch method,Phương pháp 2ch,2ch method,Phương pháp 2ch
267,4,10,0,0,[Endoscopic treatment technique],[Kỹ thuật điều trị nội soi],[Endoscopic treatment technique],[Kỹ thuật điều trị nội soi]
268,4,10,10,0,ESD,ESD,ESD,ESD
269,4,10,20,0,2ch method,Phương pháp 2ch,2ch method,Phương pháp 2ch
270,4,10,30,0,Balloon dilation,Bóng nong,Balloon dilation,Bóng nong
271,4,10,40,0,TTS balloon dilation,TTS bóng nong,TTS balloon dilation,TTS bóng nong
272,4,10,50,0,OTW balloon dilation,Bóng nong OTW,OTW balloon dilation,Bóng nong OTW
273,4,10,60,0,Placement of transanal ileus tube,Đặt ống hồi tràng xuyên hậu môn,Placement of transanal ileus tube,Đặt ống hồi tràng xuyên hậu môn
274,4,10,70,0,Rubber band ligation,Băng thắt cao su,Rubber band ligation,Băng thắt cao su
275,4,10,80,0,Stent insertion,Luồn stent,Stent insertion,Luồn stent
276,4,10,90,0,Stent placement,Đặt Stent,Stent placement,Đặt Stent
277,4,10,100,0,Removal of foreign body,Loại bỏ dị vật,Removal of foreign body,Loại bỏ dị vật
278,4,20,0,0,\[Mechanical hemostasis],\[Cầm máu cơ học],\[Mechanical hemostasis],\[Cầm máu cơ học]
279,4,20,10,0,Clipping method,Phương pháp kẹp clip,Clipping method,Phương pháp kẹp clip
280,4,20,20,0,O-ring method,Phương pháp O-ring,O-ring method,Phương pháp O-ring
281,4,20,30,0,Indwelling snare method,Phương pháp cắt vòng trong,Indwelling snare method,Phương pháp cắt vòng trong
282,4,30,0,0,[Local hemostasis],[Cầm máu cục bộ],[Local hemostasis],[Cầm máu cục bộ]
283,4,30,10,0,HSE injection,Tiêm HSE,HSE injection,Tiêm HSE
284,4,30,20,0,Local ethanol injection,Tiêm ethanol tại chỗ,Local ethanol injection,Tiêm ethanol tại chỗ
285,4,30,30,0,Local aethoxysklerol injection,Tiêm aethoxysklerol tại chỗ,Local aethoxysklerol injection,Tiêm aethoxysklerol tại chỗ
286,4,30,40,0,Local Histoacryl injection,Tiêm Histoacryl tại chỗ,Local Histoacryl injection,Tiêm Histoacryl tại chỗ
287,4,30,50,0,Fibrin glue,Keo fibrin,Fibrin glue,Keo fibrin
288,4,30,60,0,Local Picibanil injection,Tiêm Picibanil tại chỗ,Local Picibanil injection,Tiêm Picibanil tại chỗ
289,4,30,70,0,Local Glyceol injection,Tiêm Glyceol tại chỗ,Local Glyceol injection,Tiêm Glyceol tại chỗ
290,4,30,80,0,Steroid injection,Tiêm steroid,Steroid injection,Tiêm steroid
291,4,40,0,0,[Coagulation hemostasis],[Cầm máu đông máu],[Coagulation hemostasis],[Cầm máu đông máu]
292,4,40,10,0,APC,APC,APC,APC
293,4,40,20,0,High frequency coagulation (coagulation),Cầm máu cao tần (cầm máu),High frequency coagulation (coagulation),Cầm máu cao tần (cầm máu)
294,4,40,30,0,High frequency coagulation (excision),Cầm máu cao tần (cắt bỏ),High frequency coagulation (excision),Cầm máu cao tần (cắt bỏ)
295,4,40,40,0,High frequency coagulation (combined),Cầm máu cao tần (kết hợp),High frequency coagulation (combined),Cầm máu cao tần (kết hợp)
296,4,40,50,0,Microwave coagulation,Cầm máu bằng vi sóng,Microwave coagulation,Cầm máu bằng vi sóng
297,4,40,60,0,Laser irradiation,Chiếu xạ laser,Laser irradiation,Chiếu xạ laser
298,4,40,70,0,Heat probe,Đầu dò nhiệt,Heat probe,Đầu dò nhiệt
299,4,50,0,0,[Medicine/Special light],[Thuốc/Ánh sáng đặc biệt],[Medicine/Special light],[Thuốc/Ánh sáng đặc biệt]
300,4,50,10,0,Dye spray,Thuốc nhuộm,Dye spray,Thuốc nhuộm
301,4,50,20,0,Acetate spray,Xịt Acetat,Acetate spray,Xịt Acetat
302,4,50,30,0,Indigocarmine spray,Xịt Indigocarmin,Indigocarmine spray,Xịt Indigocarmin
303,4,50,40,0,Lugol spray,Xịt Lugol,Lugol spray,Xịt Lugol
304,4,50,50,0,Thrombin spray,Xịt yếu tố đông máu,Thrombin spray,Xịt yếu tố đông máu
305,4,50,60,0,Maalox spray,Xịt Maalox,Maalox spray,Xịt Maalox
306,4,50,70,0,Methylene blue spray,Xịt xanh metylen,Methylene blue spray,Xịt xanh metylen
307,4,50,80,0,Alto spray,Phun Alto,Alto spray,Phun Alto
308,4,50,90,0,Crystal violet spray,Xịt pha lê tím,Crystal violet spray,Xịt pha lê tím
